weapon,distance,direction,zcr,rms,spectral_centroid,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,dataset
m16,0m,center,0.12952361709770116,0.0842113,2719.009343510556,-276.40323,74.31916,8.779436,13.025028,-3.3268282,4.940969,-2.4877393,0.062369544,-2.5877721,1.0331467,-1.7251647,1.464676,-1.6483237,gun_sound_train
m24,600m,right,0.040314071479885055,0.004992435,699.6375351247723,-512.227,234.86229,-12.200528,5.3083987,-11.860417,2.3317173,-6.8628163,5.3452754,-5.2808366,3.2024493,-4.468669,-0.33575803,-6.6977806,gun_sound_train
p90,0m,center,0.09959815014367816,0.02439426,1899.8684872593929,-339.46527,138.67099,4.4112477,-7.0794034,1.324294,0.99872035,0.181251,2.0582213,-0.90298146,3.407718,1.685664,1.6858327,-2.2567933,gun_sound_train
m4,50m,front,0.1275592672413793,0.042690452,2266.8587242057088,-311.97473,77.23012,0.61923325,14.732282,-7.456655,7.2826295,-3.311622,2.5389495,-0.81390643,2.3513606,-1.2211742,2.2145226,0.1079989,gun_sound_train
ak,600m,back,0.07816428699712644,0.008322607,1793.2838625420202,-468.21606,93.36609,25.028505,7.153935,-0.58010906,6.6398344,-0.23795246,2.6077363,1.7565087,2.3182907,1.4094188,1.3015085,0.26882833,gun_sound_train
dbs,0m,center,0.08244095725574713,0.062780514,1843.131159030735,-314.7718,60.412823,9.603445,15.099278,0.20364656,7.741998,-0.9200571,4.2942114,-1.1220217,0.3080696,-0.6555968,2.238058,0.6718137,gun_sound_train
ak,100m,front,0.17042699353448276,0.06551928,2410.6718832520346,-128.5108,96.7958,-68.03417,17.01341,-9.697645,-0.8516422,-0.860377,3.4675887,4.721521,7.3195148,-6.9073877,0.2268507,-6.6770496,gun_sound_train
m24,200m,left,0.06857264727011494,0.0041180234,1416.5383512411702,-571.50616,123.34513,9.988256,5.1259646,5.5580683,-2.7252564,-2.5115538,-7.6654086,-7.1367517,-2.9063315,-3.7230067,-0.45446822,-0.33390987,gun_sound_train
vss,0m,center,0.10065889906609195,0.037073832,2423.6122414915494,-351.60715,71.42513,15.427645,17.350677,8.820428,9.906464,0.27162993,2.885705,0.6347815,1.5067545,-1.2129933,1.6273279,-0.3878108,gun_sound_train
awm,0m,center,0.06487405711206896,0.044816878,2248.229317417527,-295.25867,91.338554,10.465267,19.013939,1.6603746,14.202098,2.6923072,10.093185,1.7979435,7.027241,2.382918,4.2888546,2.769637,gun_sound_train
pp,0m,center,0.12987158764367815,0.027616145,2632.567813058087,-279.23868,86.616516,-9.336724,12.820351,-9.271051,6.5406275,-5.094923,7.2254896,-0.6704821,4.90939,-1.3389045,2.0957937,-1.2362888,gun_sound_train
ak,100m,back,0.12740211925287356,0.046358213,1992.939133599345,-205.7138,117.67114,-47.08421,5.9547877,-1.8793156,6.1370163,5.873558,3.9961565,-1.9189811,1.545676,-4.585596,-2.7327669,-4.231687,gun_sound_train
qbu,0m,center,0.06301073096264367,0.040722907,1246.7271942025777,-340.7769,133.47969,15.282455,-8.688199,-4.522447,5.34097,-0.67838097,-1.209259,-2.6232285,-1.4284645,-1.640944,-1.86254,-4.2568855,gun_sound_train
sks,0m,center,0.062398976293103446,0.0016219277,1347.6586346908075,-609.1032,154.82216,-6.0323234,16.178022,-8.025396,0.6778512,-5.340941,-4.305889,-3.8380618,-0.39968425,-1.1292036,1.1832722,-1.6354158,gun_sound_train
m4,400m,back,0.05509159482758621,0.00065250864,1183.0609473381182,-622.15735,166.34921,-10.470595,18.14502,-12.412288,4.374159,-7.74658,-0.28646332,-6.9454107,1.9980162,-4.90868,3.4289975,-4.9048467,gun_sound_train
slr,0m,center,0.09305405890804598,0.057432655,2531.6474464930084,-272.67603,80.97169,7.3170896,18.53473,-4.5848007,10.55941,-3.9305634,8.218859,-0.36243877,3.8236744,0.14892128,4.0674634,0.7478394,gun_sound_train
qbu,0m,center,0.09728021731321838,0.077575535,2091.740411325075,-310.1347,68.651375,19.002039,10.1613655,-3.1590824,1.5828671,-1.944021,0.8874222,-0.65409493,0.9879332,-0.39334664,2.7209046,-0.44410163,gun_sound_train
kar,0m,center,0.0908764367816092,0.022157552,1907.5419962437043,-405.4772,104.665344,12.635247,3.2435877,-1.451731,3.059519,-1.0509508,3.799087,0.8135126,0.31060666,-1.3286887,0.46799392,-2.9898643,gun_sound_train
nogun,0m,center,0.02127110272988506,0.011450877,1150.8801677627612,-484.1494,112.7772,6.522127,28.381527,0.09601953,14.668549,-3.3812048,11.357565,0.67602843,9.92633,4.0412683,9.511848,3.5527737,gun_sound_train
slr,0m,center,0.10248855064655173,0.05855972,2146.833655186692,-220.27492,111.03097,-0.08326228,13.933852,-0.013204408,16.679937,-2.019213,11.242619,-2.856047,3.2134123,-1.4884698,1.4432222,-2.5841897,gun_sound_train
qbu,0m,center,0.07568920617816093,0.054802276,1638.1527224723109,-328.6392,95.366066,26.073011,7.006761,-7.0571733,0.7329258,-2.0806928,-1.4190409,-5.0792403,-3.477656,-4.241064,-0.8110102,-2.8241458,gun_sound_train
m4,0m,center,0.046577541307471264,0.0786793,1418.7530054387607,-308.71045,113.60215,18.281624,10.448279,13.382551,12.4621315,5.4032288,6.2796197,6.065634,7.0141797,3.9948907,2.7810764,2.7361686,gun_sound_train
awm,0m,center,0.026395249640804596,0.04765671,1402.1644276008,-363.4988,101.1607,32.059364,16.90537,8.423948,10.910383,7.4357166,7.682561,3.592704,3.190588,0.81339616,1.6594994,0.83958066,gun_sound_train
ak,0m,center,0.10729840158045977,0.050210096,1970.249960771902,-276.47394,102.54942,12.673456,-5.3970184,0.7526757,13.907182,6.519506,3.1157346,-2.5207667,1.1014286,-1.7107358,-2.4501817,-3.9049995,gun_sound_train
m16,0m,center,0.06049636314655173,0.04259364,1514.3764940771011,-399.82745,97.70038,36.07153,12.771997,0.33511904,4.7038527,0.3293488,-0.67377764,-3.0612042,-1.6024662,-3.6201656,-3.1234055,-5.293117,gun_sound_train
m24,200m,front,0.05431707974137931,0.0006780353,1156.1634570328401,-621.5797,167.8764,-9.280235,19.243603,-12.351341,3.4627597,-9.341346,-1.1572533,-6.1132483,3.4673984,-3.3851407,4.1711545,-4.530613,gun_sound_train
mini,0m,center,0.05385686063218391,0.0005658279,1246.6641566802925,-631.1852,159.05046,-11.449037,22.07852,-8.341074,6.8145394,-7.5761123,-1.8712585,-9.493452,-0.26996452,-6.4072843,2.2674491,-5.154886,gun_sound_train
vss,0m,center,0.08314812320402298,0.013390138,1836.6661992503405,-470.14893,72.140755,20.009588,4.665754,-3.0900307,0.17002173,-3.249881,-0.99654233,-1.282515,0.8454238,0.3034553,1.4445268,-0.098934986,gun_sound_train
nogun,0m,center,0.02453192349137931,0.011555224,1319.9383440378235,-439.11282,118.53782,4.9234214,24.703114,3.5402274,16.27526,0.48411384,13.514234,2.4950676,8.979615,1.923684,6.26858,0.25027785,gun_sound_train
m4,50m,back,0.12673985272988506,0.079319805,2026.4159956457977,-234.14842,85.07436,-3.208628,6.874596,-8.382485,2.9568348,5.652398,1.618722,-1.4862248,2.1576357,-1.6923356,4.419205,-0.75642693,gun_sound_train
ak,50m,right,0.15654184626436782,0.072812654,2760.2649344362835,-162.1828,57.341343,-22.464846,18.152277,-2.6293273,24.231552,15.530839,13.657718,-2.578573,5.7149215,-6.7246304,-0.34367707,-5.698576,gun_sound_train
m24,100m,left,0.07126661278735633,0.0017627587,1289.9322476220725,-574.9043,169.20374,-17.678822,1.8282053,-16.90358,5.3707824,1.1606411,2.0109189,-4.9653087,-2.138888,-2.6271067,1.6432928,-3.2691553,gun_sound_train
dp,0m,center,0.09098868534482758,0.0848678,2104.7563684384563,-252.499,104.57963,4.2103887,1.2804753,0.3945908,9.870942,0.712002,7.1417146,0.8764654,4.415507,0.74408907,6.2228084,4.237739,gun_sound_train
win,0m,center,0.1553295617816092,0.043645218,2698.7127321571056,-319.36484,50.16042,3.574623,10.136511,-2.2072175,0.91978514,-2.506125,1.3902075,-0.3050127,1.6897022,0.81266284,0.8455887,-0.3022133,gun_sound_train
m4,50m,left,0.12213766163793104,0.022840748,1886.3482538680767,-419.1276,104.30168,6.865172,-7.9180517,-7.127884,8.427318,2.9682095,1.3747402,-1.5461559,0.33817944,-0.1883667,1.7518014,-0.80811554,gun_sound_train
m4,0m,center,0.08708804777298851,0.039729834,2263.036103750717,-341.61612,73.519356,6.5686307,11.50793,0.3560314,13.366716,4.097897,6.2979875,2.053974,5.078059,5.7277393,8.646406,5.4151793,gun_sound_train
vss,0m,center,0.10523302801724138,0.040172715,2255.589387383477,-368.5871,64.259056,22.35193,19.516148,10.174667,10.583373,3.3630652,4.946173,2.333246,2.2589812,0.7271637,2.1997373,-0.30257455,gun_sound_train
g36c,0m,center,0.06362809806034483,0.09241306,1746.0776177031482,-219.92711,122.87214,-5.6433096,7.3012395,12.21018,5.516693,6.623812,8.797626,2.6740146,3.6950207,0.56831676,1.275893,-0.2968873,gun_sound_train
m4,50m,back,0.1302027209051724,0.06453906,2208.8414253598826,-234.06468,69.54502,-8.369171,16.16442,-5.077427,6.170114,1.8714582,3.7459412,-1.0036088,0.29464912,-3.3252726,2.4635692,-0.7821318,gun_sound_train
ak,0m,center,0.06696749281609195,0.027691638,1266.5561875144965,-351.43372,153.26292,26.694069,-12.730566,-8.972416,3.7893322,-0.44106787,-1.2432373,-4.275191,-0.7458833,-1.2488412,-1.160427,-3.547387,gun_sound_train
m24,400m,right,0.07926993534482758,0.012114981,1516.5622014461394,-485.56433,67.56584,24.489292,7.34923,-2.5351298,0.85349214,-2.1866245,-6.2553606,-4.9582963,-1.7562256,-0.39678377,0.17985089,-0.9460542,gun_sound_train
ak,400m,right,0.1157507183908046,0.014386779,1836.5888574684475,-320.7754,143.08388,-45.829163,17.796873,-8.256155,7.420857,2.985996,2.1329205,-2.163432,-4.1724243,-4.8660655,-6.100555,-10.321749,gun_sound_train
r1895,0m,center,0.04826126975574713,0.03690855,2040.019692999298,-297.1449,102.703476,-2.7631547,20.005974,-4.855449,11.163383,-3.8917236,8.0231905,-0.20446633,6.915785,1.9406166,4.0755424,1.0012529,gun_sound_train
awm,0m,center,0.06417250359195402,0.04561137,1483.6197543352496,-384.33786,71.363525,26.205477,16.332134,1.0218378,3.8495274,0.5397547,3.9696648,1.8691112,4.7173886,2.433867,2.4167523,-0.05277887,gun_sound_train
m24,600m,left,0.07418507543103449,0.006459749,1480.5243715686042,-539.71375,110.54839,16.636803,2.9167905,2.0500748,-2.2417586,-2.6626344,-2.9661016,-3.5900896,-0.021708226,-0.72370744,-0.68404466,-1.4455022,gun_sound_train
m24,600m,back,0.05170730064655173,0.00872387,1018.4828390065217,-494.92664,152.70905,27.805428,1.3477061,4.394259,0.79430985,-2.9730842,-1.3538285,-1.0384527,0.35864043,-2.7021666,-2.8398004,-4.132394,gun_sound_train
ak,400m,left,0.1376953125,0.013769069,2054.602823501318,-353.89883,128.75188,-39.629826,8.380129,-9.846558,11.856984,7.901235,0.8210965,-6.349916,-1.5151651,-9.3126335,-7.1715875,-6.1252007,gun_sound_train
qbz,0m,center,0.09772359913793104,0.05970756,1824.326090481524,-272.07388,112.91854,3.24179,-7.49414,-4.909626,6.4736705,-2.6127682,3.029995,0.12227039,3.433265,-0.34559268,3.2897577,1.5692104,gun_sound_train
ak,200m,left,0.10205078125,0.016143452,1670.9019729234576,-446.69476,113.1402,-3.8771822,-5.0102615,-7.1779385,3.754464,-1.8501248,-1.7570543,-3.8850024,-0.9323306,-4.2179494,-2.360402,-1.8048292,gun_sound_train
ak,50m,front,0.12685771372126436,0.06317331,2255.115407270408,-176.78072,105.52722,-37.534004,25.328674,-3.769363,12.692696,3.0296943,6.433466,2.7394764,3.7293336,-2.9618113,0.38620508,-2.340327,gun_sound_train
ak,50m,right,0.055013020833333336,0.0006903463,1153.8195100809687,-620.1382,168.54555,-9.508667,18.640085,-12.948167,3.2740693,-9.088965,-0.56872183,-6.4886613,4.258327,-3.1291354,3.7169926,-4.6548066,gun_sound_train
sks,0m,center,0.09233005567528736,0.022329427,2052.5593492922476,-415.69528,87.6792,10.33398,8.831539,-3.7623162,5.6017303,-3.0619504,-0.09430236,-2.069325,-0.24482688,0.6386388,0.609154,-0.9581172,gun_sound_train
m4,200m,front,0.12934963182471265,0.051108476,2042.150041874272,-245.30594,91.523,-13.855929,3.0344238,-10.02807,10.905796,1.305708,1.3081537,1.9527693,5.671358,-1.4811559,1.3034661,-3.5536327,gun_sound_train
ump,0m,center,0.08289556393678162,0.01957622,1936.2551328401241,-299.6072,119.41492,1.7989029,9.536847,-5.541802,12.463445,-4.4871182,9.713228,-4.014705,3.4934468,-3.5616148,1.0586663,-3.525647,gun_sound_train
qbz,0m,center,0.1827294360632184,0.06078656,2625.313977240118,-338.65503,76.46671,13.7720375,7.105176,-4.748382,0.9494463,-2.3379238,-0.9946227,-2.8070478,1.7366962,1.1714865,1.1919302,-1.5182399,gun_sound_train
p92,0m,center,0.11917429956896551,0.08446062,2748.687447434804,-182.63802,81.93967,4.986453,15.617248,-1.137124,7.9740725,-0.572442,5.5792875,-0.5969645,2.966344,-0.36561567,4.4400244,-1.5094676,gun_sound_train
m249,0m,center,0.11664870689655173,0.11482327,2382.421186215788,-241.52692,61.039192,21.265013,14.680641,1.1286583,2.242758,-1.09767,1.4748411,-5.6483793,-0.8081673,-2.64044,1.93595,0.004978081,gun_sound_train
m24,100m,right,0.05620285560344827,0.0005763766,1241.403328528741,-630.08417,159.6618,-11.00813,21.492472,-8.840882,6.831503,-6.7641363,-0.57950795,-8.358295,0.22757383,-7.065088,2.0434296,-5.519179,gun_sound_train
ak,50m,left,0.16046493354885058,0.038018804,2465.1054719946014,-226.25209,89.84486,-57.44579,7.553891,-7.9441032,17.386528,12.193661,10.900323,-2.7068248,4.0398717,-0.75641894,1.2163212,-1.4956604,gun_sound_train
ak,200m,front,0.1633160470545977,0.03801995,2242.5742049855,-242.00499,107.357605,-53.07671,2.9969535,-13.389604,3.8439114,-8.301772,-1.1418593,0.37535718,-0.22610056,-5.922653,-1.0200396,-5.9910116,gun_sound_train
m24,200m,right,0.05809424389367816,0.0006403558,1212.033162492425,-620.97546,163.90416,-16.79374,20.339502,-4.32201,8.217804,-10.328084,-4.9573708,-10.421383,-0.77334833,-7.253204,1.6558634,-4.3528767,gun_sound_train
m4,100m,right,0.0757116558908046,0.01325125,1514.0676897428461,-522.09424,104.02901,20.999413,2.616266,2.334627,0.9695929,-3.7460418,-4.5129623,-3.596347,-2.8106453,-1.2105981,0.063866295,-0.5784677,gun_sound_train
m24,200m,left,0.053009383979885055,0.00074607023,1112.151513568576,-615.77844,172.62198,-9.931878,17.75097,-12.331324,4.034813,-8.424995,0.28414577,-4.8763304,4.777427,-3.0986304,2.607022,-6.0284667,gun_sound_train
scar,0m,center,0.045050960847701146,0.069358215,1455.651049197081,-312.27872,104.01648,12.487126,-17.654346,-6.5151305,8.801745,5.1361847,2.062667,3.9195075,7.420456,6.8898287,6.873294,6.6278834,gun_sound_train
uzi,0m,center,0.08499461206896551,0.08699455,2150.550587932728,-251.83035,79.246704,16.176622,11.56891,7.895289,7.8508925,7.0664344,5.9157853,4.128109,5.919283,2.99068,5.918065,3.8762667,gun_sound_train
m4,200m,right,0.10784841954022989,0.024054887,1633.4778632737878,-344.6328,141.9008,-57.483135,-19.471476,-4.3307433,16.780138,8.022181,-2.8858607,-9.974866,-1.0714823,-8.782735,-7.2332573,-0.74741495,gun_sound_train
ak,600m,left,0.1464282507183908,0.023378888,2777.468193684442,-351.14383,63.73726,5.4262276,15.1392975,-2.3131864,10.1643715,1.6279858,4.531733,-3.3630855,0.020292735,-2.5413911,-0.49230444,-3.0797806,gun_sound_train
m24,200m,front,0.061506600215517244,0.000683342,1229.0126461952214,-610.8131,167.64311,-21.601639,11.7415495,-4.8063784,11.203452,-6.7288117,-4.168284,-8.760587,2.1873186,-4.684006,1.8300092,-3.6756606,gun_sound_train
m24,50m,back,0.0941540948275862,0.004537302,1743.6616618163273,-503.18198,131.30963,-14.028595,18.05623,-3.6988099,7.383308,-1.6826214,-2.8064,-3.0997953,-1.4436103,-2.0165,0.58599955,-1.6922759,gun_sound_train
deagle,0m,center,0.050966460129310345,0.087210976,1548.1386291743702,-302.31348,73.75449,24.26771,21.370964,4.120416,11.444989,4.654457,8.706434,2.897008,7.615819,5.4230037,8.0808115,6.2048173,gun_sound_train
vss,0m,center,0.09812208153735633,0.07557485,2402.5213787082434,-327.91818,64.898026,21.892519,10.099847,0.855364,4.395667,0.27880523,3.4027362,2.8036406,3.4351494,0.9725943,4.0508733,2.204127,gun_sound_train
ak,50m,back,0.1231310614224138,0.055360913,2142.256061867274,-256.54852,89.91254,-20.530764,14.442052,-5.098459,11.463213,5.199063,4.648571,-0.102978155,4.034466,-2.6079345,2.6635544,-0.9663143,gun_sound_train
m4,200m,right,0.11475731860632184,0.038891982,1887.2498609938891,-311.24835,86.86181,-23.259089,-7.9724116,-11.234461,12.056998,6.724395,-1.2500991,-2.9571967,-1.3956001,-2.8520525,-1.6055465,-3.5936823,gun_sound_train
m4,200m,front,0.09539444145114942,0.048623774,1632.9021521974532,-300.58838,114.92638,-7.607292,5.998973,-9.623969,2.2122238,0.4925239,0.6187893,0.16592428,3.8810806,-0.15534858,1.3525656,-1.7052248,gun_sound_train
m4,200m,front,0.1045483117816092,0.03692326,1730.6264675286452,-328.67038,101.25254,-12.883459,4.255469,-10.725573,1.4604092,-4.694162,-0.9170248,-1.2417542,2.8362987,0.47636423,2.1063733,-1.3943727,gun_sound_train
vss,0m,center,0.09386786099137931,0.054816224,2328.8541644363386,-232.5584,99.47195,-13.010411,17.555332,3.428111,6.973996,2.0509431,8.852457,4.0430746,4.469002,-0.28269267,1.8207885,-1.9773568,gun_sound_train
m24,600m,left,0.08054395653735633,0.0058026025,1454.340627091727,-534.53796,118.779816,14.760466,-0.33890587,0.3713844,-1.3609103,-1.8868155,-1.9751163,-1.7410543,1.8315531,1.4449685,0.071340255,-1.432341,gun_sound_train
m4,100m,front,0.16082412895114942,0.102019966,2440.6101598888285,-161.05101,73.933685,-14.605918,25.672678,-6.74367,7.9581003,-1.3965554,2.2122247,2.6875896,4.757934,-0.67803746,4.7540627,0.9492954,gun_sound_train
mk,0m,center,0.09837464080459771,0.098468296,2155.5290502717367,-130.81085,110.133354,-8.39215,19.153101,-8.185935,7.8733926,-7.044511,10.251477,-6.6156,4.527527,-5.996779,2.5631762,-3.4146202,gun_sound_train
ak,0m,center,0.043524380387931036,0.086116575,1831.5886375889859,-303.94412,54.917076,21.659994,31.436476,7.146096,14.307362,6.3054686,7.746307,5.290897,6.5658646,4.0689387,8.211884,4.520232,gun_sound_train
g36c,0m,center,0.02526153915229885,0.029157633,1555.759352749208,-390.29785,94.08857,21.536263,3.4217887,5.4208064,5.20734,2.2150378,3.0983126,2.3876977,2.7394044,3.186869,4.0974755,3.1597757,gun_sound_train
dp,0m,center,0.14365571120689655,0.06989052,2741.910098246957,-195.92154,88.30298,5.5456967,10.851258,-11.32074,8.843847,-8.31783,6.1020527,-7.1083984,2.5195997,-4.1434116,3.819846,-2.662402,gun_sound_train
m24,600m,back,0.039449757543103446,0.003862661,981.4509323629076,-567.9906,150.07985,24.22136,14.760084,9.790277,1.9708303,4.2398157,-1.8793987,-2.033814,-1.88443,-4.1013327,-3.4741023,-5.603551,gun_sound_train
m24,200m,back,0.09197086027298851,0.0050824564,1503.3972065674348,-526.4422,134.90038,-16.592344,-12.368994,8.291463,5.7175937,1.7722738,-6.253802,-4.8338165,2.01425,-3.2161932,-1.8458289,0.12077196,gun_sound_train
m4,200m,back,0.13883463541666666,0.029161885,1920.639718649222,-333.45306,107.188614,-34.3497,-15.1422205,-12.987619,7.3449006,-3.4976807,-2.3325763,-0.36423448,2.348364,-2.3356748,0.98007613,-0.6102779,gun_sound_train
m24,600m,left,0.07533001077586207,0.007349541,1338.4545895660435,-514.3878,122.68676,12.152844,-13.582144,-4.712549,1.1665906,0.7726251,1.4468567,-1.9559293,-0.15603577,0.051629275,0.8607638,-0.63737,gun_sound_train
m4,600m,left,0.05968817349137931,0.0025814597,1294.5305453753722,-582.72327,143.55229,5.300275,7.284926,-2.264276,-4.848072,-1.7319553,-6.130892,-2.6804056,-0.67752296,-1.5132927,0.74032354,-2.0854788,gun_sound_train
m24,600m,right,0.05341909123563218,0.00073468196,1120.3404989445053,-616.2333,171.95224,-9.582359,17.711948,-12.619343,3.5095706,-8.573758,-0.032623447,-4.7958055,4.6799088,-2.9990094,3.196793,-5.938433,gun_sound_train
awm,0m,center,0.06175915948275862,0.051076736,2075.3119709068314,-283.07626,100.13555,-1.7948931,17.14105,4.329114,13.2989,2.8027403,9.172047,2.99972,5.453037,1.8123865,3.1384885,1.7274796,gun_sound_train
ak,400m,left,0.20792362607758622,0.02918968,2979.656486693039,-191.89018,68.932625,-37.711864,21.595085,-15.750944,13.120877,6.384858,6.736167,-1.1824026,3.5403376,-8.326866,-1.1359807,-5.8889947,gun_sound_train
sks,0m,center,0.1088305944683908,0.065841,2217.533742309393,-213.03154,112.23128,-3.8862252,4.6746855,-0.10309,3.7360551,-2.5487301,5.4984336,0.6198098,3.8366404,-0.029777335,1.1377102,-0.09422723,gun_sound_train
ak,600m,back,0.05236956716954023,0.00078944117,1081.1872598833268,-616.12915,173.19666,-7.329431,19.842457,-11.111512,4.784552,-7.7789145,0.0071094884,-6.111735,4.9563246,-2.6888459,3.4465241,-5.7381663,gun_sound_train
sks,0m,center,0.11790027837643678,0.09436685,2495.3204099252266,-151.00099,93.91936,-7.7064285,13.935877,0.927864,6.1230574,-0.7398442,5.6840825,0.20614876,2.3627105,-0.6233088,0.999976,-0.35373062,gun_sound_train
m24,0m,center,0.09158360272988506,0.040022336,2029.8219498205092,-343.49695,84.55564,8.935703,13.56753,-2.8152704,2.7777338,-1.8023261,0.4278008,-1.5426571,2.0230534,-0.42333677,1.5942725,-1.4695406,gun_sound_train
m24,400m,front,0.08846870510057471,0.013282121,1805.7037948682987,-284.58282,132.05774,-33.05634,25.482784,-21.32462,14.809275,-18.111855,16.477957,-15.324533,10.053651,-12.146852,3.0810277,-13.691081,gun_sound_train
m4,200m,left,0.12258104346264367,0.01793392,1737.3112381228443,-374.69897,120.181885,-52.35523,-12.298004,-2.9494944,5.9994016,3.3800414,0.14988421,-2.8654974,-1.1960846,-4.867733,-3.882421,-1.6050072,gun_sound_train
m24,600m,front,0.0554058908045977,0.0006054362,1214.9040773684144,-628.98627,161.05206,-9.703215,22.873617,-8.647877,5.7006216,-8.707605,-3.2807968,-10.55837,0.1329214,-6.6264324,1.8457035,-5.231485,gun_sound_train
m4,400m,back,0.14367816091954022,0.020769393,2011.1010174449789,-357.29675,104.18054,-32.97609,-8.69116,-5.8910613,-3.49022,1.0786332,-0.3329984,-5.5160317,3.1610181,0.5337472,-0.26387203,-1.2162313,gun_sound_train
m4,100m,back,0.1265827047413793,0.049577955,2139.493113946622,-274.61008,79.34607,-5.8108974,11.01464,-7.2754545,5.2866597,2.4724166,4.700036,-3.0861213,4.315969,-1.0801779,4.033769,-0.80836487,gun_sound_train
m4,400m,right,0.12326014727011494,0.008960373,1713.8382797092186,-440.95782,122.34779,-29.337591,-10.752356,-2.4545863,-1.2265629,-0.21047764,-3.085413,-4.6204996,-3.1079242,-9.999713,-3.3287444,-2.355465,gun_sound_train
verl,0m,center,0.05699420797413793,0.048137993,2172.5364183457473,-321.7688,88.73349,14.887823,20.047329,-1.8812861,8.675573,-3.673005,5.3898764,0.19589344,2.8241985,1.5709404,2.4184072,1.686241,gun_sound_train
m24,100m,back,0.09212800826149425,0.0011513133,1344.9925430133605,-559.3987,177.03352,-60.657562,0.29022512,-5.17441,10.525026,-1.7879248,-4.078941,-7.444939,6.0346327,-5.7069125,-0.9471063,-2.1245298,gun_sound_train
m24,600m,front,0.06462149784482758,0.0059755594,1350.3761844778141,-555.83093,113.12119,22.348558,1.1292694,2.5920775,-1.4844435,-4.0595064,-3.990824,-3.5682068,-1.183881,-0.50830096,-0.9276998,-1.4545053,gun_sound_train
ak,200m,right,0.19173738326149425,0.030960327,2611.0677284787603,-225.34355,82.9693,-63.349827,7.6835585,-16.87012,21.10787,6.215078,6.530145,-6.383986,-0.44999957,-10.921576,-4.5680337,-7.327796,gun_sound_train
m24,600m,right,0.06682718211206896,0.004684745,1399.0776519245135,-566.0185,115.2292,18.763592,2.5871592,4.431331,-0.7656496,-3.430644,-5.0095115,-5.5026555,-2.9742775,-1.7203518,-1.4982971,-1.042848,gun_sound_train
ak,400m,back,0.08624618354885058,0.005487847,1600.4167028076756,-514.90875,125.11924,3.822108,7.8470454,-0.20045908,-0.712485,-0.88713354,-1.3224436,-0.77220595,4.017341,0.09153412,1.1443111,-2.8411372,gun_sound_train
m4,600m,right,0.06472813397988506,0.01940641,1202.718679972842,-382.92618,137.5168,26.58826,-11.655699,-4.372443,4.7087464,-1.8439479,0.91597956,1.171492,-0.9286946,-3.103605,-2.3151124,-4.9703774,gun_sound_train
ak,50m,front,0.07631218570402298,0.021939067,1366.0693274904938,-359.06912,149.45013,-20.471502,-0.99353975,6.5678477,1.4521149,0.19285184,-0.7491947,3.2461982,0.7335667,-5.8241863,-1.6803638,-4.146851,gun_sound_train
m24,200m,back,0.08974272629310345,0.01015309,1601.6798580514712,-487.38074,92.95145,16.134222,-5.2595882,-7.36799,4.4856267,0.88242096,-3.6972985,-2.6675,1.7683622,-0.5912783,-0.24838062,-1.9674672,gun_sound_train
verl,0m,center,0.08294046336206896,0.039262053,1923.4038807415288,-412.26703,71.344734,28.007444,10.046847,-0.8707897,0.90765214,-3.4968634,-3.218375,-4.2225666,-2.3896024,-1.5419834,-0.028059797,-1.731761,gun_sound_train
ak,100m,left,0.1558795797413793,0.032024805,2381.237249985917,-207.9683,101.12007,-59.011528,19.672365,-17.34849,24.407,3.8621795,7.3103366,-9.362793,2.9145677,-6.794356,-2.8072765,-4.2411585,gun_sound_train
s12k,0m,center,0.07950004489942529,0.058851134,1924.4316543322054,-355.30338,78.36132,20.779148,10.609355,-2.6866143,2.5145695,-2.4564471,0.64081967,-0.17711589,1.8759569,-0.16236453,1.6683626,-2.4018006,gun_sound_train
nogun,0m,center,0.013997395833333334,0.010905004,1474.7655756768966,-459.80573,101.06912,8.6141205,26.51956,-4.797983,15.146029,-6.614894,13.672065,-1.7470387,8.702736,1.1143255,9.178124,1.9396397,gun_sound_train
ak,100m,back,0.13463653915229884,0.053824063,2145.209726529726,-228.90758,74.125114,-31.962898,9.025164,-8.368987,6.5400615,-1.139991,2.5747619,-3.279197,2.5327206,-5.240738,0.52788246,-2.6762204,gun_sound_train
ak,100m,front,0.19540791127873564,0.06052792,2740.4542867982636,-166.5123,73.13462,-60.751537,21.854511,-15.757392,8.361246,-3.5621932,4.431618,3.4444952,4.070686,-2.2697864,0.81712663,-0.94890314,gun_sound_train
m24,200m,back,0.057824847341954026,0.00083157397,1139.5762959447984,-601.38794,176.69533,-16.066631,8.120339,-14.322984,7.708579,-2.1682746,1.9453734,-7.2939873,1.7402865,-4.5577326,2.8629768,-5.212777,gun_sound_train
ak,200m,front,0.13481052442528735,0.032409217,1879.822086729462,-258.27695,148.53159,-86.02287,2.0800643,-20.291697,-3.5322483,-9.325864,-5.2806926,-1.498294,-0.82248574,-8.59204,-4.0425143,-6.575623,gun_sound_train
slr,0m,center,0.08595994971264367,0.061099645,2172.1013960726264,-292.1679,84.65991,22.008865,20.179129,5.4045596,13.00317,2.613598,8.228513,1.9940506,3.9253495,1.0410658,3.7640934,-0.49959153,gun_sound_train
